sector,product group,product,Year,fiscal year,balance sheet generic term,balance sheet item,Value,Calculation1,numerical value,Calculation_numerical_value,Unit,supplement unit
Vegetable products,Grain,corn,2016,2016/17,consumption,consumption,249.4,249.4,249.4,249.4,1 000 tons,product weight
Vegetable products,Grain,grain total,2016,2016/17,consumption,consumption,6240.36,6240.36,6240.36,6240.36,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2016,2016/17,consumption per head,consumption in kg per capita,52.3,52.3,52.3,52.3,kilogram,flour value
Vegetable products,Grain,durum wheat,2016,2016/17,consumption per head,consumption in kg per capita,9.68,9.68,9.68,9.68,kilogram,flour value
Vegetable products,Grain,rye,2016,2016/17,consumption per head,consumption in kg per capita,7.21,7.21,7.21,7.21,kilogram,flour value
Vegetable products,Grain,barley,2016,2016/17,consumption per head,consumption in kg per capita,0.14,0.14,0.14,0.14,kilogram,flour value
Vegetable products,Grain,oats,2016,2016/17,consumption per head,consumption in kg per capita,3.08,3.08,3.08,3.08,kilogram,flour value
Vegetable products,Grain,triticale,2016,2016/17,consumption per head,consumption in kg per capita,0,0,0,0,kilogram,flour value
Vegetable products,Grain,corn,2016,2016/17,consumption per head,consumption in kg per capita,3.02,3.02,3.02,3.02,kilogram,flour value
Vegetable products,Grain,grain total,2016,2016/17,consumption per head,consumption in kg per capita,75.62,75.62,75.62,75.62,kilogram,flour value
Vegetable products,Grain,soft wheat,2016,2016/17,degree of self-sufficiency,degree of self-sufficiency in %,130.2,130.2,130.2,130.2,%,
Vegetable products,Grain,durum wheat,2016,2016/17,degree of self-sufficiency,degree of self-sufficiency in %,12.26,12.26,12.26,12.26,%,
Vegetable products,Grain,rye,2016,2016/17,degree of self-sufficiency,degree of self-sufficiency in %,92.73,92.73,92.73,92.73,%,
Vegetable products,Grain,barley,2016,2016/17,degree of self-sufficiency,degree of self-sufficiency in %,111.89,111.89,111.89,111.89,%,
Vegetable products,Grain,oats,2016,2016/17,degree of self-sufficiency,degree of self-sufficiency in %,68.44,68.44,68.44,68.44,%,
Vegetable products,Grain,triticale,2016,2016/17,degree of self-sufficiency,degree of self-sufficiency in %,92.09,92.09,92.09,92.09,%,
Vegetable products,Grain,corn,2016,2016/17,degree of self-sufficiency,degree of self-sufficiency in %,63.76,63.76,63.76,63.76,%,
Vegetable products,Grain,grain total,2016,2016/17,degree of self-sufficiency,degree of self-sufficiency in %,106.56,106.56,106.56,106.56,%,
Vegetable products,Grain,soft wheat,2016,2016/17,detail position,domestically produced feed,8594.75,8594.75,8594.75,8594.75,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2016,2016/17,detail position,domestically produced feed,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,rye,2016,2016/17,detail position,domestically produced feed,2043.67,2043.67,2043.67,2043.67,1 000 tons,product weight
Vegetable products,Grain,barley,2016,2016/17,detail position,domestically produced feed,6692.88,6692.88,6692.88,6692.88,1 000 tons,product weight
Vegetable products,Grain,oats,2016,2016/17,detail position,domestically produced feed,397.07,397.07,397.07,397.07,1 000 tons,product weight
Vegetable products,Grain,triticale,2016,2016/17,detail position,domestically produced feed,2029.65,2029.65,2029.65,2029.65,1 000 tons,product weight
Vegetable products,Grain,corn,2016,2016/17,detail position,domestically produced feed,4948.88,4948.88,4948.88,4948.88,1 000 tons,product weight
Vegetable products,Grain,grain total,2016,2016/17,detail position,domestically produced feed,24708.46,24708.46,24708.46,24708.46,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2016,2016/17,detail position,import,-183.29,183.29,-183.29,183.29,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2016,2016/17,detail position,import,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,rye,2016,2016/17,detail position,import,75.08,75.08,75.08,75.08,1 000 tons,product weight
Vegetable products,Grain,barley,2016,2016/17,detail position,import,-2048.37,2048.37,-2048.37,2048.37,1 000 tons,product weight
Vegetable products,Grain,oats,2016,2016/17,detail position,import,90.07,90.07,90.07,90.07,1 000 tons,product weight
Vegetable products,Grain,triticale,2016,2016/17,detail position,import,88.91,88.91,88.91,88.91,1 000 tons,product weight
Vegetable products,Grain,corn,2016,2016/17,detail position,import,1560.26,1560.26,1560.26,1560.26,1 000 tons,product weight
Vegetable products,Grain,grain total,2016,2016/17,detail position,import,-417.35,417.35,-417.35,417.35,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2016,2016/17,detail position,Industrial Usage ,1113.81,1113.81,1113.81,1113.81,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2016,2016/17,detail position,Industrial Usage ,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,rye,2016,2016/17,detail position,Industrial Usage ,370.11,370.11,370.11,370.11,1 000 tons,product weight
Vegetable products,Grain,barley,2016,2016/17,detail position,Industrial Usage ,195.45,195.45,195.45,195.45,,
Vegetable products,Grain,oats,2016,2016/17,detail position,Industrial Usage ,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,triticale,2016,2016/17,detail position,Industrial Usage ,304.44,304.44,304.44,304.44,1 000 tons,product weight
Vegetable products,Grain,corn,2016,2016/17,detail position,Industrial Usage ,228.52,228.52,228.52,228.52,1 000 tons,product weight
Vegetable products,Grain,grain total,2016,2016/17,detail position,Industrial Usage ,2212.33,2212.33,2212.33,2212.33,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2016,2016/17,detail position,Industrial Usage ,139.3,139.3,139.3,139.3,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2016,2016/17,detail position,Industrial Usage ,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,rye,2016,2016/17,detail position,Industrial Usage ,33.29,33.29,33.29,33.29,1 000 tons,product weight
Vegetable products,Grain,barley,2016,2016/17,detail position,Industrial Usage ,9.12,9.12,9.12,9.12,1 000 tons,product weight
Vegetable products,Grain,oats,2016,2016/17,detail position,Industrial Usage ,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,triticale,2016,2016/17,detail position,Industrial Usage ,17.29,17.29,17.29,17.29,1 000 tons,product weight
Vegetable products,Grain,corn,2016,2016/17,detail position,Industrial Usage ,17.53,17.53,17.53,17.53,1 000 tons,product weight
Vegetable products,Grain,grain total,2016,2016/17,detail position,Industrial Usage ,216.52,216.52,216.52,216.52,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2016,2016/17,detail position,Industrial Usage ,1212.14,1212.14,1212.14,1212.14,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2016,2016/17,detail position,Industrial Usage ,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,rye,2016,2016/17,detail position,Industrial Usage ,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,barley,2016,2016/17,detail position,Industrial Usage ,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,oats,2016,2016/17,detail position,Industrial Usage ,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,triticale,2016,2016/17,detail position,Industrial Usage ,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,corn,2016,2016/17,detail position,Industrial Usage ,661.33,661.33,661.33,661.33,1 000 tons,product weight
Vegetable products,Grain,grain total,2016,2016/17,detail position,Industrial Usage ,1873.47,1873.47,1873.47,1873.47,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2017,2017/18,production,domestically produced feed,24311.19,24311.19,24311.19,24311.19,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2017,2017/18,production,domestically produced feed,170.398,170.398,170.398,170.398,1 000 tons,product weight
Vegetable products,Grain,rye,2017,2017/18,production,domestically produced feed,2737.36,2737.36,2737.36,2737.36,1 000 tons,product weight
Vegetable products,Grain,barley,2017,2017/18,production,domestically produced feed,10853.41,10853.41,10853.41,10853.41,1 000 tons,product weight
Vegetable products,Grain,oats,2017,2017/18,production,domestically produced feed,619.79,619.79,619.79,619.79,1 000 tons,product weight
Vegetable products,Grain,triticale,2017,2017/18,production,domestically produced feed,2316.99,2316.99,2316.99,2316.99,1 000 tons,product weight
Vegetable products,Grain,corn,2017,2017/18,production,domestically produced feed,4547.61,4547.61,4547.61,4547.61,1 000 tons,product weight
Vegetable products,Grain,grain total,2017,2017/18,production,domestically produced feed,45557.06,45557.06,45557.06,45557.06,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2017,2017/18,opening inventory,opening inventory,3649.36,3649.36,3649.36,3649.36,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2017,2017/18,opening inventory,opening inventory,108.518,108.518,108.518,108.518,1 000 tons,product weight
Vegetable products,Grain,rye,2017,2017/18,opening inventory,opening inventory,433.071,433.071,433.071,433.071,1 000 tons,product weight
Vegetable products,Grain,barley,2017,2017/18,opening inventory,opening inventory,1441.34,1441.34,1441.34,1441.34,1 000 tons,product weight
Vegetable products,Grain,oats,2017,2017/18,opening inventory,opening inventory,219.05,219.05,219.05,219.05,1 000 tons,product weight
Vegetable products,Grain,triticale,2017,2017/18,opening inventory,opening inventory,173.089,173.089,173.089,173.089,1 000 tons,product weight
Vegetable products,Grain,corn,2017,2017/18,opening inventory,opening inventory,790.314,790.314,790.314,790.314,1 000 tons,product weight
Vegetable products,Grain,grain total,2017,2017/18,opening inventory,opening inventory,6816.76,6816.76,6816.76,6816.76,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2017,2017/18,ending stock,ending stock,3906.44,3906.44,3906.44,3906.44,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2017,2017/18,ending stock,ending stock,96.2062,96.2062,96.2062,96.2062,1 000 tons,product weight
Vegetable products,Grain,rye,2017,2017/18,ending stock,ending stock,523.696,523.696,523.696,523.696,1 000 tons,product weight
Vegetable products,Grain,barley,2017,2017/18,ending stock,ending stock,1847.79,1847.79,1847.79,1847.79,1 000 tons,product weight
Vegetable products,Grain,oats,2017,2017/18,ending stock,ending stock,257.37,257.37,257.37,257.37,1 000 tons,product weight
Vegetable products,Grain,triticale,2017,2017/18,ending stock,ending stock,262.791,262.791,262.791,262.791,1 000 tons,product weight
Vegetable products,Grain,corn,2017,2017/18,ending stock,ending stock,1052.17,1052.17,1052.17,1052.17,1 000 tons,product weight
Vegetable products,Grain,grain total,2017,2017/18,ending stock,ending stock,7949.99,7949.99,7949.99,7949.99,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2017,2017/18,import,import,4282.65,4282.65,4282.65,4282.65,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2017,2017/18,import,import,1206.08,1206.08,1206.08,1206.08,1 000 tons,product weight
Vegetable products,Grain,rye,2017,2017/18,import,import,385.199,385.199,385.199,385.199,1 000 tons,product weight
Vegetable products,Grain,barley,2017,2017/18,import,import,1609.01,1609.01,1609.01,1609.01,1 000 tons,product weight
Vegetable products,Grain,oats,2017,2017/18,import,import,575.455,575.455,575.455,575.455,1 000 tons,product weight
Vegetable products,Grain,triticale,2017,2017/18,import,import,304.421,304.421,304.421,304.421,1 000 tons,product weight
Vegetable products,Grain,corn,2017,2017/18,import,import,3179.53,3179.53,3179.53,3179.53,1 000 tons,product weight
Vegetable products,Grain,grain total,2017,2017/18,import,import,11669.01,11669.01,11669.01,11669.01,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2017,2017/18,export,export,8488.86,8488.86,8488.86,8488.86,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2017,2017/18,export,export,224.41,224.41,224.41,224.41,1 000 tons,product weight
Vegetable products,Grain,rye,2017,2017/18,export,export,251.269,251.269,251.269,251.269,1 000 tons,product weight
Vegetable products,Grain,barley,2017,2017/18,export,export,3000.45,3000.45,3000.45,3000.45,1 000 tons,product weight
Vegetable products,Grain,oats,2017,2017/18,export,export,267.27,267.27,267.27,267.27,1 000 tons,product weight
Vegetable products,Grain,triticale,2017,2017/18,export,export,83.7883,83.7883,83.7883,83.7883,1 000 tons,product weight
Vegetable products,Grain,corn,2017,2017/18,export,export,893.695,893.695,893.695,893.695,1 000 tons,product weight
Vegetable products,Grain,grain total,2017,2017/18,export,export,13313.01,13313.01,13313.01,13313.01,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2017,2017/18,detail position,total domestic use,19847.9,19847.9,19847.9,19847.9,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2017,2017/18,detail position,total domestic use,1164.38,1164.38,1164.38,1164.38,1 000 tons,product weight
Vegetable products,Grain,rye,2017,2017/18,detail position,total domestic use,2780.66,2780.66,2780.66,2780.66,1 000 tons,product weight
Vegetable products,Grain,barley,2017,2017/18,detail position,total domestic use,9055.53,9055.53,9055.53,9055.53,1 000 tons,product weight
Vegetable products,Grain,oats,2017,2017/18,detail position,total domestic use,889.654,889.654,889.654,889.654,1 000 tons,product weight
Vegetable products,Grain,triticale,2017,2017/18,detail position,total domestic use,2447.92,2447.92,2447.92,2447.92,1 000 tons,product weight
Vegetable products,Grain,corn,2017,2017/18,detail position,total domestic use,6571.58,6571.58,6571.58,6571.58,1 000 tons,product weight
Vegetable products,Grain,grain total,2017,2017/18,detail position,total domestic use,42779.83,42779.83,42779.83,42779.83,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2017,2017/18,detail position,seed,514.097,514.097,514.097,514.097,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2017,2017/18,detail position,seed,5.95427,5.95427,5.95427,5.95427,1 000 tons,product weight
Vegetable products,Grain,rye,2017,2017/18,detail position,seed,38.1817,38.1817,38.1817,38.1817,1 000 tons,product weight
Vegetable products,Grain,barley,2017,2017/18,detail position,seed,260.534,260.534,260.534,260.534,1 000 tons,product weight
Vegetable products,Grain,oats,2017,2017/18,detail position,seed,21.6932,21.6932,21.6932,21.6932,1 000 tons,product weight
Vegetable products,Grain,triticale,2017,2017/18,detail position,seed,56.8773,56.8773,56.8773,56.8773,1 000 tons,product weight
Vegetable products,Grain,corn,2017,2017/18,detail position,seed,61.4693,61.4693,61.4693,61.4693,1 000 tons,product weight
Vegetable products,Grain,grain total,2017,2017/18,detail position,seed,958.806,958.806,958.806,958.806,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2017,2017/18,detail position,lining,9517.35,9517.35,9517.35,9517.35,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2017,2017/18,detail position,lining,64.5798,64.5798,64.5798,64.5798,1 000 tons,product weight
Vegetable products,Grain,rye,2017,2017/18,detail position,lining,1518.83,1518.83,1518.83,1518.83,1 000 tons,product weight
Vegetable products,Grain,barley,2017,2017/18,detail position,lining,5987.56,5987.56,5987.56,5987.56,1 000 tons,product weight
Vegetable products,Grain,oats,2017,2017/18,detail position,lining,419.379,419.379,419.379,419.379,1 000 tons,product weight
Vegetable products,Grain,triticale,2017,2017/18,detail position,lining,1838.83,1838.83,1838.83,1838.83,1 000 tons,product weight
Vegetable products,Grain,corn,2017,2017/18,detail position,lining,5192.59,5192.59,5192.59,5192.59,1 000 tons,product weight
